Time:128Hz,Epoch,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,Event Id,Event Date,Event Duration
0.0,0,-1.2117474109340247,-1.098914512749843,-0.9236899070466116,-0.6962678418921369,-0.4305206916103103,-0.14303830864113198,0.1480222479022163,0.4241964107651613,-0.8262613605991114,-1.0008544139361204,-1.0279113696704016,-0.9058020907966222,-0.6567656758097671,-0.3234275199018161,65539.0,0.0,0.0
0.0078125,0,0.03786257878765811,0.3658335226453271,0.6038659590384571,0.7088440565400012,0.6579071277599661,0.4520493071993341,0.11600640920135685,-0.3055526319713446,-0.7549367702603829,-1.170370123754584,-1.4955637468482748,-1.6884313102187307,-1.7275914490476003,-1.6156442845255603,,,
0.015625,0,-1.3787120682606375,-1.062315785342864,-0.7242302476486435,-0.4254308256052061,-0.22054220305395,-0.14927709991569704,-0.2301987106999017,-0.4577786704686516,-0.8032090572074773,-1.2188422202924056,-1.6455671620294263,-2.021973804620475,-1.0909272039588418,-1.54262352318618,,,
0.0234375,0,-1.7987640784607986,-1.7834398004717231,-1.4927627538864456,-0.9959308151074628,-0.4162841914805438,0.10245448497172582,0.43550422579085546,0.5111368873050408,0.3302273658611855,-0.03411442409129037,-0.4567278299142708,-0.7948688231789841,-0.927512541609958,-0.7887177799537943,,,
0.03125,0,-0.3859075051249981,0.201946583850768,0.8457398354002947,1.4013833691665265,1.7490546273900875,1.825794496799712,1.642519276866646,1.2807872008204966,0.8702078729682445,0.5526881493322399,0.4433156726513847,0.5986027199368104,1.0007956906829507,1.5625523469608724,,,
0.0390625,0,0.29934892788285794,0.15366122848968222,0.016446166389965874,-0.11032483928637804,-0.22486116585907634,-0.32558411754814875,-0.4111543470620076,-0.4804950882981344,-0.5328107934777205,-0.5676008485021993,-0.5846681264983826,-0.5841222299003974,-0.566377364418591,-0.5321448822391994,,,
0.046875,0,-0.4824206251384278,-0.4184672892461884,-0.34179212036318896,-0.25412033049550464,-0.15736470118948048,-0.05359190601709785,0.05501385799254605,0.1661892930624855,0.27763180463811177,0.3870399895559494,0.4921540993699864,0.5907957702319105,0.6809063235671501,0.7605829668154885,,,
0.0546875,0,0.8281122602781291,0.8820002639853839,0.9209988366345144,0.944127626027254,0.6679934029280548,0.8641098019899762,1.0004907596252777,1.069164888237471,1.0667946093687373,0.9949035996763852,0.8597654867655601,0.6719615687275158,0.4456384106683102,0.1975170994244104,,,
0.0625,0,-0.05427674531943255,-0.29148060673952353,-0.4969719481057872,-0.6559652825070191,-0.7570459519999222,-0.7929685206332869,-0.761164100786609,-0.6639212300456011,-0.5082276809874574,-0.30528423127572724,-0.06972429752583903,0.18140615172706945,0.4298372713027165,0.6573497132188906,,,
0.0703125,0,0.8470458325681215,0.984529078978422,1.058909328896488,1.0635640508103614,0.996602221261426,0.8609986368216662,0.664389250754411,0.4185418001195488,-2.293877990063048,-2.4227238609607413,-2.3915551094545213,-2.207625227422308,-1.9012403677184968,-1.5210151993794752,,,
